东方夏湾拿 4室2厅 东,东方夏湾拿,太平镇,4室2厅 ,363.96, 东 , 其他 ,3,2005, 平房,1,11,8500000.0,23355,VR房源 房本满五年 
广州后花园，东方夏湾拿精装修大别墅,东方夏湾拿,太平镇,5室2厅 ,270.5, 东南 , 精装 ,3, 板塔结合 , 独栋别墅 ,4, 3个月以前发布,5680000.0,20999,房本满两年 
雍禾苑 3室1厅 东北,雍禾苑,新城片区,3室1厅 ,89.91, 东北 , 其他 ,18,2012, 塔楼,0, 1个月以前发布,1640000.0,18241,房本满两年 
方圆明月山溪 1室1厅 东南,方圆明月山溪,温泉镇,1室1厅 ,57.99, 东南 , 其他 ,18,2014, 塔楼,0, 5个月以前发布,700000.0,12072,房本满五年 
富力泉天下单边位别墅，业主自住带精装修，自带车库,富力泉天下,温泉镇,4室2厅 ,221.91, 西 , 其他 ,3, 塔楼 , 联排别墅 ,0, 3个月以前发布,4200000.0,18927,房本满五年 
温泉财富小镇，原生态环境，负离子空气。,富力泉天下,温泉镇,3室2厅 ,195.25, 南 , 其他 ,3,2011, 塔楼,10, 7个月以前发布,2600000.0,13317,房本满两年 随时看房 
景业丽都高层电梯洋房。精装修，4房2厅,景业荔都,江浦街,4室2厅 ,139.61, 南 , 精装 ,26,2017, 塔楼,23, 一年前发布,1500000.0,10745,房本满两年 
精装修，保养好！小区环境优，人车分流！,逸泉山庄,赤草,6室2厅 ,266.43, 东南 北 , 精装 ,1,2011, 板塔结合,5, 一年前发布,6000000.0,22520,近地铁 房本满五年 
优质的森林 视野开阔 配套完善,方圆明月山溪,温泉镇,9室5厅 ,296.25, 南 北 , 精装 ,3,2012, 塔楼,12, 一年前发布,4500000.0,15190,房本满两年 
富力泉天下 负离子空气清新 优质森林 望山景 视野开阔,富力泉天下,温泉镇,6室1厅 ,315.38, 东南 , 毛坯 ,3,2014, 塔楼,3, 一年前发布,4800000.0,15220,房本满五年 
从化东方夏湾拿别墅区 地段繁华、绿化好、宜居生态,东方夏湾拿,太平镇,5室3厅 ,267.52, 东南 , 精装 ,3,2013, 板塔结合,11, 一年前发布,4100000.0,15326,房本满五年 
天然氧吧 依山而建 环境优美 度假盛地,富力泉天下,温泉镇,5室3厅 ,226.84, 南 , 精装 ,3,2011, 塔楼,35, 一年前发布,2800000.0,12344,房本满两年 
珠江壹城配套介绍，你值得拥有。,珠江壹城,神岗镇,4室2厅 ,324.0, 西南 , 精装 ,2,2013, 板塔结合,25, 一年前发布,4190000.0,12933,近地铁 房本满五年 
大城云山 三房两厅 朝南向 采光通风好 小区环境优美,大城云山,太平镇,3室2厅 ,92.06, 南 , 毛坯 ,10,2016, 塔楼,20, 一年前发布,1150000.0,12492,近地铁 房本满两年 随时看房 
方圆明月山溪别墅，业主诚心放卖，8房4卫,方圆明月山溪,温泉镇,8室2厅 ,368.04, 南 北 , 其他 ,3, 塔楼 , 独栋别墅 ,6, 4个月以前发布,4620000.0,12553,房本满五年 随时看房 
富力泉天下联排别墅，中空户型，格局方正实用,富力泉天下,温泉镇,4室2厅 ,190.79, 西南 , 毛坯 ,3,2014, 塔楼,29, 一年前发布,2200000.0,11532,房本满两年 
空气清新 负离子空气 优质的森林 层望山景视野开阔,富力泉天下,温泉镇,5室2厅 ,315.38, 南 , 其他 ,3,2010, 塔楼,7, 7个月以前发布,3200000.0,10147,房本满五年 
富力泉天下165平方实用联排别墅,富力泉天下,温泉镇,3室2厅 ,165.0, 南 , 精装 ,3,2014, 塔楼,61, 一年前发布,1950000.0,11819,随时看房 
富力泉天下联排别墅，价格便宜实惠，自带车库,富力泉天下,温泉镇,3室2厅 ,191.07, 南 , 毛坯 ,3,2012, 塔楼,50, 一年前发布,2050000.0,10730,房本满两年 
花林湖畔三房二厅，过五唯一，业主诚心出售。,利泰花林湖畔,鳌头镇,3室2厅 ,101.22, 东南 , 毛坯 ,9,2012, 塔楼,14, 一年前发布,1000000.0,9880,房本满五年 
流溪御景 双拼别墅 精装修 363方450万,珠光流溪御景,赤草,5室3厅 ,363.46, 东 , 其他 ,3, 暂无数据 , 独栋别墅 ,0,4,4500000.0,12382,房本满两年 随时看房 
富力泉天下别墅，四面环山，天然氧吧,富力泉天下,温泉镇,10室3厅 ,206.85, 东 , 精装 ,3,2014, 塔楼,72, 一年前发布,2650000.0,12812,
富力泉天下，前后带花园，泳池泡池双带，满两年,富力泉天下,温泉镇,5室3厅 ,328.08, 东南 , 精装 ,3,2014, 塔楼,29, 一年前发布,3600000.0,10973,
方圆明月山溪 1室1厅 北,方圆明月山溪,温泉镇,1室1厅 ,57.98, 北 , 其他 ,18,2014, 塔楼,0,24,680000.0,11729,房本满五年 
巴厘天地，大三房，适合居住，视野好。,人盛巴厘天地,神岗镇,3室2厅 ,108.99, 南 , 其他 ,17,2012, 塔楼,0,20,1400000.0,12846,房本满两年 
逸泉映翠 2室1厅 北,逸泉映翠,江浦街,2室1厅 ,76.63, 北 , 其他 ,24,2014, 塔楼,1,18,1000000.0,13050,房本满两年 
方圆明月山溪别墅，小区纵览群山景色优美,方圆明月山溪,温泉镇,8室2厅 ,370.32, 西北 , 其他 ,3, 塔楼 , 独栋别墅 ,1,29,3900000.0,10532,房本满两年 
富力泉天下高层洋房，可望流溪河全景，环境怡人,富力泉天下,温泉镇,3室2厅 ,121.7, 南 , 其他 ,18,2014, 塔楼,1,17,1120000.0,9203,房本满两年 
富力泉天下 5室2厅 西 北,富力泉天下,温泉镇,5室2厅 ,218.23, 西 北 , 其他 ,3, 塔楼 , 联排别墅 ,1,16,2600000.0,11915,房本满两年 
珠光山水御苑 2室1厅 东北,珠光山水御苑,江浦街,2室1厅 ,77.24, 东北 , 其他 ,30,2016, 塔楼,1,24,880000.0,11394,房本满两年 
珠江壹城 5室2厅 西南,珠江壹城,神岗镇,5室2厅 ,324.44, 西南 , 其他 ,2, 板塔结合 , 独栋别墅 ,5, 8个月以前发布,4500000.0,13871,房本满五年 随时看房 
温泉旅游区，环山，南临流溪河拥有丰富的原生态资源,方圆明月山溪,温泉镇,4室2厅 ,189.17, 东南 , 其他 ,16,2011, 塔楼,0, 3个月以前发布,1986000.0,10499,房本满五年 随时看房 
大城云山，满二 一楼复式，带个大花园，一层当二层用,大城云山,太平镇,3室2厅 ,91.69, 南 , 毛坯 ,15,2016, 塔楼,1, 3个月以前发布,1780000.0,19414,近地铁 房本满两年 随时看房 
楼层好，视野开阔，环境好，南北对流,珠光山水御苑,江浦街,3室2厅 ,103.48, 南 北 , 其他 ,31,2014, 塔楼,0, 9个月以前发布,1200000.0,11597,房本满两年 
山水御苑 刚需户型 温馨三房 业主诚心放卖,珠光山水御苑,江浦街,3室2厅 ,103.0, 东南 , 毛坯 ,32,2016, 塔楼,0, 2个月以前发布,1500000.0,14564,房本满两年 
东向大3房 交通便利 配套齐全 翰林国际笋盘出售,翰林国际,旧城区,3室1厅 ,128.87, 南 , 其他 ,11,2013, 塔楼,1, 一年前发布,2050000.0,15908,VR房源 
雍禾苑 3室1厅 北,雍禾苑,新城片区,3室1厅 ,114.42, 北 , 其他 ,13,2012, 塔楼,0, 2个月以前发布,2050000.0,17917,VR房源 
山水御苑低层舒适精装三房，位置安静,珠光山水御苑,江浦街,3室2厅 ,103.48, 南 , 其他 ,31,2014, 塔楼,15, 8个月以前发布,1150000.0,11114,VR看装修 
全屋智能化家装，两房一厅，实用度超强,大城云山,太平镇,2室1厅 ,60.0, 东南 , 精装 ,22,2016, 塔楼,96, 8个月以前发布,1050000.0,17500,近地铁 VR房源 随时看房 
大城云山  地铁物业 毛坯 东南向 地铁口800米,大城云山,太平镇,2室1厅 ,59.5, 东南 , 毛坯 ,22,2016, 塔楼,15, 3个月以前发布,880000.0,14790,近地铁 VR看装修 随时看房 
地铁口700米大城云山大三房精装修业主诚意出售,大城云山,太平镇,3室2厅 ,121.16, 南 北 , 精装 ,22,2016, 塔楼,1, 7个月以前发布,2300000.0,18984,近地铁 VR看装修 
南向，景色优美，格局方正，采光好。,大城云山,太平镇,3室2厅 ,121.24, 南 北 , 精装 ,22,2016, 塔楼,4, 2个月以前发布,2000000.0,16497,近地铁 VR看装修 
少有东南向，诚心出售，视野好。环境优美,逸泉映翠,江浦街,3室2厅 ,96.0, 南 , 毛坯 ,21,2014, 塔楼,8, 一年前发布,1150000.0,11980,VR看装修 
大城云山，地铁口600米东南向电梯3房,大城云山,太平镇,3室2厅 ,105.4, 东南 北 , 其他 ,22,2016, 塔楼,13, 10个月以前发布,1350000.0,12809,近地铁 VR看装修 
此房格局方正，南北 对流。成熟社区小区绿化环境好,关围新村,旧城区,2室1厅 ,45.0, 东 , 其他 ,6,2000, 塔楼,3, 6个月以前发布,750000.0,16667,VR看装修 
大城云山 地铁800米  小户型,大城云山,太平镇,1室1厅 ,42.95, 东北 , 简装 ,9,2016, 塔楼,8, 2个月以前发布,680000.0,15833,近地铁 VR看装修 
此房朝东北向，采光充足，视野开阔，交通便利。,大城云山,太平镇,2室1厅 ,59.5, 南 , 毛坯 ,22,2016, 塔楼,3, 6个月以前发布,960000.0,16135,近地铁 VR看装修 
大城云山  小户型  低总价  随时看房,大城云山,太平镇,1室1厅 ,49.3, 东 东北 东南 , 毛坯 ,22,2016, 塔楼,15, 10个月以前发布,750000.0,15213,近地铁 VR看装修 
风景秀美，自然环境青幽迷人，交通便利,逸泉山庄,赤草,4室3厅 ,280.51, 东南 , 毛坯 ,3,2011, 暂无数据,4, 一年前发布,5000000.0,17825,房本满五年 随时看房 
板块价值高-珠江壹城-5房2厅3卫-带精装修-你值得拥有,珠江壹城,神岗镇,5室2厅 ,324.0, 西南 , 精装 ,2,2013, 板塔结合,13, 一年前发布,4500000.0,13889,房本满五年 随时看房 
富力泉天下别墅，四面环山，天然氧吧,富力泉天下,温泉镇,5室2厅 ,165.83, 南 , 精装 ,3,2014, 塔楼,91, 一年前发布,2000000.0,12061,房本满五年 随时看房 
珠江壹城 别野 大户型带花园 环境好 空气好,珠江壹城,神岗镇,5室2厅 ,354.57, 东南 , 精装 ,2,2012, 板塔结合,0, 8个月以前发布,5500000.0,15512,房本满五年 
人盛巴厘天地 3室2厅 南,人盛巴厘天地,神岗镇,3室2厅 ,129.61, 南 , 其他 ,17,2012, 塔楼,0, 8个月以前发布,1350000.0,10416,房本满两年 随时看房 
空气清新 负离子空气 优质的森林 层望山景视野开阔,富力泉天下,温泉镇,4室2厅 ,226.43, 南 北 , 其他 ,3,2014, 塔楼,0, 6个月以前发布,3800000.0,16783,
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,119.1, 南 , 其他 ,18,2014, 塔楼,1, 6个月以前发布,1200000.0,10076,房本满五年 
顶层可复式  南北通透  采光好  户型方正,雅居乐小院流溪,赤草,4室2厅 ,148.51, 南 北 , 毛坯 ,16,2015, 塔楼,0,24,2380000.0,16026,房本满两年 
房子证过五年，采光好，南北对流,利泰花林湖畔,鳌头镇,2室1厅 ,79.26, 南 , 其他 ,9,2012, 塔楼,2,31,650000.0,8201,房本满五年 随时看房 
独栋别墅，超大花园，通风采光，户型方正,紫泉流溪湾,太平镇,5室2厅 ,423.89, 东南 , 其他 ,3, 板楼 , 独栋别墅 ,0,31,9800000.0,23120,房本满两年 随时看房 
利泰花林湖畔 3室2厅 西南,利泰花林湖畔,鳌头镇,3室2厅 ,98.21, 西南 , 其他 ,11,2012, 塔楼,0,12,884000.0,9002,房本满五年 
内街一巷 3室2厅 东南,内街一巷,神岗镇,3室2厅 ,87.19, 东南 , 精装 ,5,2006, 暂无数据,3, 4个月以前发布,799000.0,9164,房本满两年 随时看房 
广东动漫城 2室1厅 西,广东动漫城,神岗镇,2室1厅 ,54.12, 西 , 精装 ,11,2013, 塔楼,1, 2个月以前发布,650000.0,12011,房本满两年 随时看房 
东方 夏湾拿联排中间位，低密度住宅，房屋南北对流,东方夏湾拿,太平镇,3室2厅 ,140.19, 北 , 简装 ,3,2005, 板塔结合,5, 9个月以前发布,2380000.0,16977,房本满五年 
利泰华林湖畔，南向，满五唯一，环境优美。,利泰花林湖畔,鳌头镇,3室2厅 ,100.0, 南 北 , 其他 ,11,2012, 塔楼,1, 6个月以前发布,1000000.0,10000,房本满五年 
地铁物业  精装单间 带租出售总价低,新光百德广场,太平镇,1室1厅 ,44.4, 东南 , 简装 ,16,2014, 塔楼,1, 6个月以前发布,350000.0,7883,近地铁 房本满两年 
空气清新 负离子空气 优质的森林 景视野开阔配套完善,富力泉天下,温泉镇,3室2厅 ,201.96, 南 , 简装 ,3, 塔楼 , 联排别墅 ,0, 7个月以前发布,4200000.0,20797,房本满两年 
上城湾畔东区 高层 视野好 交通便利,上城湾畔东区,江浦街,3室2厅 ,83.54, 北 , 精装 ,17,2009, 塔楼,0, 1个月以前发布,1900000.0,22744,近地铁 房本满五年 
富力泉天下 电梯洋房 双阳台 户型方正 小区环境好,富力泉天下,温泉镇,2室2厅 ,81.36, 东北 , 精装 ,18,2014, 塔楼,0, 2个月以前发布,1200000.0,14750,房本满两年 
欣荣宏国际商贸城 地铁毛坯三房,欣荣宏国际商贸城,江浦街,3室2厅 ,94.13, 南 , 毛坯 ,18,2013, 塔楼,0, 1个月以前发布,1700000.0,18061,近地铁 房本满两年 
碧桂园物业 大三房 高绿化 环境优雅,君源御湖城,江浦街,3室2厅 ,104.72, 东南 , 毛坯 ,16,2011, 塔楼,0, 2个月以前发布,1260000.0,12033,房本满五年 
大城云山 电梯洋房 近地铁证过2年 户型方正,大城云山,太平镇,2室2厅 ,87.95, 西南 , 毛坯 ,17,2016, 塔楼,0, 1个月以前发布,1600000.0,18193,近地铁 房本满两年 
富力泉天下 3室2厅 东南,富力泉天下,温泉镇,3室2厅 ,123.18, 东南 , 精装 ,18,2014, 塔楼,0, 4个月以前发布,1300000.0,10554,房本满两年 
富力泉天下 2室2厅 北,富力泉天下,温泉镇,2室2厅 ,84.1, 北 , 精装 ,18,2014, 塔楼,2, 1个月以前发布,860000.0,10226,房本满五年 
方圆明月山溪 8室3厅 南 北,方圆明月山溪,温泉镇,8室3厅 ,466.48, 南 北 , 毛坯 ,3, 塔楼 , 独栋别墅 ,0, 1个月以前发布,12000000.0,25725,房本满五年 
欣荣宏国际商贸城 地铁毛坯两房,欣荣宏国际商贸城,江浦街,2室2厅 ,96.11, 南 北 , 毛坯 ,18,2013, 塔楼,2, 1个月以前发布,1720000.0,17897,近地铁 房本满两年 
"生活便利,刚需2房,适合年轻人",俊嘉汇绿名居,新城片区,2室2厅 ,88.62, 东 南 , 精装 ,15,2000, 塔楼,3, 5个月以前发布,1250000.0,14106,房本满两年 
从化温泉旅游区，三面环山，南临流溪河,侨宏花园,温泉镇,1室1厅 ,36.22, 南 , 其他 ,7,2008, 塔楼,7, 2个月以前发布,280000.0,7731,房本满两年 随时看房 
方圆明月山溪2-2-1-1 85.00m² 105 万,方圆明月山溪,温泉镇,2室2厅 ,84.5, 南 北 , 其他 ,18,2014, 塔楼,0, 4个月以前发布,1000000.0,11835,房本满两年 
明月山溪，三面环山，看湖，拥有丰富的原生态资源,方圆明月山溪,温泉镇,1室1厅 ,39.3, 南 北 , 其他 ,18,2014, 塔楼,0, 3个月以前发布,490000.0,12469,房本满两年 
映翠南向小三房户型，刚需户型静等有缘的你,逸泉映翠,江浦街,3室2厅 ,95.76, 南 , 其他 ,24,2014, 塔楼,0, 9个月以前发布,1230000.0,12845,房本满两年 
富力泉天下南向大三房，朝南，采光好,富力泉天下,温泉镇,5室2厅 ,376.89, 南 北 , 毛坯 ,3, 塔楼 , 双拼别墅 ,0, 3个月以前发布,3500000.0,9287,房本满五年 
名城御景绿洲 4室2厅 东南,名城御景绿洲,江浦街,4室2厅 ,145.94, 东南 , 其他 ,27,2011, 塔楼,0, 2个月以前发布,1780000.0,12197,近地铁 房本满五年 
东方夏湾拿 4室2厅 东,东方夏湾拿,太平镇,4室2厅 ,174.04, 东 , 精装 ,2,2004, 暂无数据,0, 4个月以前发布,3300000.0,18962,房本满两年 
小区环境漂亮  空气  水源优优质,方圆明月山溪,温泉镇,7室3厅 ,366.4, 南 , 其他 ,3, 塔楼 , 独栋别墅 ,0, 6个月以前发布,3880000.0,10590,房本满五年 
全封闭小区管理，楼龄新的小区，交通便利、配套齐全。,蜜糖苑,旺城片区,3室2厅 ,101.0, 南 , 其他 ,9,2012, 暂无数据,3, 2个月以前发布,1600000.0,15842,房本满五年 
优质房源卖点详情讲解以及介绍.,利泰花林湖畔,鳌头镇,2室2厅 ,79.29, 南 , 其他 ,11,2012, 塔楼,0, 4个月以前发布,820000.0,10342,房本满五年 
稀有独栋别墅，8米中空客厅。超大花园。临水系,紫泉流溪湾,太平镇,6室2厅 ,589.36, 东南 , 毛坯 ,3, 板楼 , 独栋别墅 ,1, 5个月以前发布,12800000.0,21719,随时看房 
户型朝南，超大花园，采光好，景色好，靠湖边,紫泉流溪湾,太平镇,7室4厅 ,736.89, 南 , 其他 ,2,2015, 暂无数据,0, 1个月以前发布,16800000.0,22799,随时看房 
南向电梯高层3房 超大阳台 视野无遮挡,大城云山,太平镇,3室2厅 ,121.3, 南 北 , 毛坯 ,22,2016, 塔楼,2, 7个月以前发布,1520000.0,12531,近地铁 
①广州后花园区域②优质森林+负离子空气③环境优美,富力泉天下,温泉镇,3室2厅 ,123.18, 南 , 其他 ,18,2014, 塔楼,7, 5个月以前发布,1250000.0,10148,
富力泉天下 6室3厅 南,富力泉天下,温泉镇,6室3厅 ,411.49, 南 , 毛坯 ,3, 塔楼 , 独栋别墅 ,0, 2个月以前发布,5800000.0,14096,
此房西南向格局方正，楼层好，视野宽阔，采光充足,骏逸湖畔花苑,太平镇,3室1厅 ,163.38, 南 , 其他 ,16,2009, 塔楼,1, 5个月以前发布,1950000.0,11936,
小区安静，楼龄新，花园大，小区24小时有监控。,君源御湖城,江浦街,5室3厅 ,369.92, 南 , 毛坯 ,4, 塔楼 , 独栋别墅 ,1, 7个月以前发布,5000000.0,13517,
方正大三房，景色没得挑，可能你会喜欢。,珠江壹城,神岗镇,3室2厅 ,118.0, 西南 , 其他 ,27,2017, 板塔结合,0, 5个月以前发布,1799000.0,15246,近地铁 
大城云山 精装修电梯三房 保养新净 业主诚意出售,大城云山,太平镇,3室1厅 ,95.98, 东 , 其他 ,22,2016, 塔楼,0, 3个月以前发布,1700000.0,17713,近地铁 
离地铁口1.8公里，35%高绿化，生活配套成熟，南北对流,人盛巴厘天地,神岗镇,3室2厅 ,101.81, 南 , 毛坯 ,10,2012, 塔楼,9, 一年前发布,1250000.0,12278,VR看装修 房本满五年 随时看房 
