旭景家园 实用三房 厅出阳台 保养好 安静带花园,旭景家园,东圃,3室2厅 ,106.97, 北 , 简装 ,11,2002, 塔楼,14,23,5200000.0,48612,VR房源 房本满五年 
公园旁宜居刚需姓消缺 生活氛围浓厚,瑜翠园,龙洞,3室1厅 ,88.78, 北 , 精装 ,18,2008, 塔楼,41,31,2900000.0,32666,VR看装修 房本满两年 随时看房 
体育东 大两房 中高楼层 户型方正 精装修,富丽花苑,天河南,2室1厅 ,88.07, 南 , 精装 ,8,2000, 塔楼,24,17,4850000.0,55070,近地铁 VR看装修 房本满五年 随时看房 
华景新城 华景大六期 安静不吵 预约看房方便,华景新城逸雅居,华景新城,3室2厅 ,94.94, 东北 , 简装 ,31,2000, 塔楼,45,17,6350000.0,66885,VR看装修 房本满五年 随时看房 
采光通风好 视野上佳  园林式小区,翠湖山庄,天河公园,3室1厅 ,88.52, 西南 , 精装 ,19,1999, 塔楼,20,9,4500000.0,50836,VR房源 房本满五年 
天力居 2室1厅 北,天力居,东圃,2室1厅 ,61.39, 北 , 简装 ,12,1998, 塔楼,4,7,2490000.0,40561,VR看装修 房本满五年 
半山雍景.人车分流，坐落在风景优美的小山上。,半山雍景苑,汇景新城,3室2厅 ,103.0, 东南 , 精装 ,18,2000, 塔楼,24,9,5500000.0,53399,VR看装修 房本满五年 
棠东地铁口 南北对流实用三房 精装修保养好 拎包入住,春江花园,棠下,3室2厅 ,82.92, 北 , 精装 ,16,2000, 塔楼,15,9,3400000.0,41004,近地铁 VR看装修 房本满两年 
华景五期，东向三房，安静不吵，户型方正,华景新城雅景园,华景新城,3室1厅 ,80.92, 东 , 其他 ,9,2000, 塔楼,39,14,5000000.0,61790,VR看装修 房本满两年 
南向高楼层 正规三房 户型方正 视野采光好,阳光桃源,东圃,3室2厅 ,102.61, 南 , 简装 ,11,2012, 塔楼,38,11,6500000.0,63347,VR看装修 房本满五年 
满五唯一 可装电梯南向两房望花园视野采光好 业主急售,棠德花园,棠下,2室1厅 ,62.58, 南 , 简装 ,9,1997, 板楼,9,8,2200000.0,35156,近地铁 VR看装修 房本满五年 
都市兰亭员村地铁口 刚需小户型 中间层采光好独立产权,都市兰亭花园,员村,2室1厅 ,61.71, 南 , 简装 ,19,2002, 塔楼,17,9,4000000.0,64820,VR看装修 房本满两年 
惠兰阁体育东3房婚房，精装修，看房方便,广信惠兰阁,天河南,3室2厅 ,87.48, 东 , 精装 ,18,1997, 塔楼,18,11,4980000.0,56928,VR房源 房本满五年 
东方新世界 采光视野好 落地大窗户 诚心放卖 随时签约,东方新世界,天河公园,2室2厅 ,93.64, 东北 , 精装 ,29,2007, 塔楼,26,12,8560000.0,91414,近地铁 VR看装修 房本满五年 
骏景南苑经典三房双阳台双卫户型,骏景花园,棠下,3室1厅 ,106.39, 东北 , 简装 ,20,2003, 塔楼,27,11,7000000.0,65796,VR房源 房本满五年 
富力院士庭 4室2厅 南,富力院士庭,粤垦,4室2厅 ,136.0, 南 , 精装 ,18,2007, 塔楼,25,9,11000000.0,80883,VR看装修 房本满五年 
天河北后花园，安静小区，近地铁，满五,侨乐新村,沙太南,2室2厅 ,68.05, 北 , 简装 ,8,1995, 塔楼,20,5,2030000.0,29832,VR房源 随时看房 
绿佳花园 总价低 电梯两房 南北通透 中楼层 采光好,绿佳花园,粤垦,2室2厅 ,66.45, 南 北 , 简装 ,9,1995, 塔楼,31,28,2200000.0,33108,VR看装修 房本满五年 随时看房 
骏景小面积南向两房、总价低，采光好,骏景花园,棠下,2室1厅 ,76.05, 南 , 简装 ,13,2000, 塔楼,47,28,5150000.0,67719,VR看装修 房本满两年 随时看房 
北苑高楼层大三房，户型方正，业主诚意出售。,骏景花园,棠下,3室2厅 ,104.74, 北 , 其他 ,12,2000, 塔楼,36,26,7120000.0,67978,VR房源 房本满五年 随时看房 
龙湖首开天辰原著 单边位东南朝向 满两年省税,龙湖首开天宸原著,黄村,3室2厅 ,95.96, 东南 南 , 精装 ,27,2016, 板塔结合,37,19,7750000.0,80763,VR看装修 房本满两年 随时看房 
鸿景园 3室2厅 西南,鸿景园,天润路,3室2厅 ,92.07, 西南 , 其他 ,32,2002, 塔楼,17,19,6300000.0,68427,VR房源 房本满五年 随时看房 
铂林国际公寓 1室1厅 南,铂林国际公寓,珠江新城西,1室1厅 ,38.09, 南 , 其他 ,22,2005, 塔楼,4,28,3600000.0,94513,VR房源 房本满五年 随时看房 
楼龄新精装修实用两房，地铁口物业，高层安静视野开阔,中铁盛德国际,石牌,2室1厅 ,88.84, 西 , 简装 ,37,2013, 板塔结合,24,24,4250000.0,47839,VR看装修 房本满两年 随时看房 
橡树园 电梯高层 东南向三房 安静看花园,橡树园,沙太南,3室2厅 ,103.68, 东南 , 简装 ,17,2004, 塔楼,35,23,4000000.0,38581,VR看装修 房本满五年 
体育东电梯原始三房精装修180°阳台望珠江新城小蛮腰,花园大厦,天河南,3室2厅 ,99.47, 西北 , 精装 ,18,1997, 塔楼,29,31,5600000.0,56299,近地铁 VR看装修 房本满五年 
东方都会广场小三房单边位地铁口满五唯一,东方都会广场,天河公园,3室1厅 ,39.1, 北 , 精装 ,23,2004, 塔楼,34,28,3200000.0,81842,VR房源 房本满五年 
天逸名都，南向两房，精装修，户型方正,天逸名都,龙口东,2室1厅 ,88.71, 东南 , 精装 ,31,2002, 塔楼,14,16,7000000.0,78909,近地铁 VR看装修 房本满五年 
漾晴居 高楼层 品质小区 间隔方正 实用率高 近地铁,漾晴居,珠江新城西,3室2厅 ,93.84, 东北 , 精装 ,33,2001, 塔楼,52,20,9850000.0,104966,VR看装修 房本满五年 
骏景花园 中层三房 业主全新装修 含家私家电出售,骏景花园,棠下,3室2厅 ,122.0, 北 , 精装 ,12,2000, 塔楼,22,17,8400000.0,68853,近地铁 VR房源 房本满五年 
羊城花园 2室2厅 南 北,羊城花园,东圃,2室2厅 ,81.06, 南 北 , 简装 ,18,2003, 塔楼,3,18,3500000.0,43178,VR看装修 房本满五年 
骏景南苑南向高层四房，自带双南向大阳台,骏景花园,棠下,4室2厅 ,163.0, 南 , 简装 ,19,2003, 塔楼,35,22,9800000.0,60123,VR房源 房本满五年 
户型方正，单边位，采光充足，近天河公园和地铁,理想青年荟,天河公园,2室2厅 ,47.48, 东 东北 , 精装 ,21,2007, 塔楼,8,18,5160000.0,108678,近地铁 VR房源 房本满五年 
龙口西精美两房，欢迎大家看房哦。,金鼎大厦,天润路,2室1厅 ,77.72, 东南 , 精装 ,30,1998, 塔楼,8, 1个月以前发布,4600000.0,59187,VR看装修 房本满五年 随时看房 
加拿大花园 电梯小户型  温馨舒适  总价低,加拿大花园,华景新城,1室1厅 ,46.5, 北 , 简装 ,28,1995, 塔楼,66, 一年前发布,1960000.0,42151,VR看装修 房本满五年 随时看房 
天河公园  电梯房   高层新装修 视野开阔 业主急卖,易丰大厦,天河公园,1室1厅 ,41.25, 东北 , 精装 ,18,2010, 塔楼,58, 7个月以前发布,2530000.0,61334,VR看装修 房本满五年 随时看房 
户型方正两房，采光好通风，产权清晰，离地铁50米,隽峰苑,珠江新城中,2室1厅 ,63.46, 北 , 精装 ,32,2008, 塔楼,28,31,8960000.0,141192,VR看装修 房本满五年 随时看房 
实用一房，户型方正，交通便利，配套成熟,花生寮,沙河,1室1厅 ,30.0, 东南 , 简装 ,1,1990, 暂无数据,67, 一年前发布,670000.0,22334,VR看装修 房本满两年 随时看房 
满五唯一 无抵押 安静 楼层好,羊城花园,东圃,2室1厅 ,61.77, 北 , 精装 ,6,2000, 塔楼,49, 5个月以前发布,2450000.0,39664,VR看装修 房本满五年 随时看房 
美好居 东南向三房  视野开阔 采光通风好,美好居,车陂,3室1厅 ,110.42, 东 南 , 简装 ,19,1998, 塔楼,21, 1个月以前发布,5030000.0,45554,VR房源 房本满五年 随时看房 
南天广场 二居室 看房方便 业主诚意放卖,南天广场,珠江新城西,2室2厅 ,86.93, 西北 , 其他 ,33,1997, 塔楼,7, 1个月以前发布,5340000.0,61429,VR看装修 房本满两年 随时看房 
中楼层六楼准电梯房，近花园安静，户型方正通风采光好,棠德花园,棠下,2室1厅 ,63.81, 东 东南 南 , 简装 ,9,1997, 塔楼,49, 2个月以前发布,2350000.0,36829,VR房源 房本满两年 随时看房 
纵横白领公寓，环境优雅，格局方正，交通便利,纵横白领公寓,东圃,1室1厅 ,38.97, 西 , 精装 ,9,2002, 塔楼,30, 5个月以前发布,1240000.0,31820,VR看装修 房本满五年 随时看房 
橡树园笋盘一房一厅 电梯高层 采光视野好 看房有钥匙,橡树园,沙太南,1室1厅 ,48.87, 东北 , 简装 ,17,2004, 塔楼,58, 一年前发布,2000000.0,40925,VR看装修 房本满五年 随时看房 
鸿翔大厦，精致装修，干净舒适，带阳台，格局方正。,鸿翔大厦,天润路,2室1厅 ,56.54, 东北 , 精装 ,29,2002, 塔楼,12, 1个月以前发布,4200000.0,74284,VR房源 房本满两年 随时看房 
此房是电梯高层，安静望小区，封闭式小区,粤韵庭园,天河公园,1室1厅 ,39.94, 东 , 简装 ,12,2003, 塔楼,41, 2个月以前发布,2350000.0,58839,近地铁 VR看装修 房本满五年 随时看房 
小区安静 南向采光好 格局方正  双地铁交通便利,员村二横路11号大院,员村,2室1厅 ,47.05, 南 , 简装 ,6,1994, 板楼,27, 2个月以前发布,1980000.0,42083,VR看装修 房本满两年 随时看房 
实用户型   电梯高层，视野开阔 诚意出,建丽花园,长兴,2室1厅 ,77.1, 西南 , 精装 ,11,2005, 塔楼,26, 5个月以前发布,3100000.0,40208,VR房源 房本满两年 随时看房 
易丰大厦 1室0厅 东,易丰大厦,天河公园,1室0厅 ,29.04, 东 , 精装 ,18,2010, 塔楼,20, 1个月以前发布,1650000.0,56819,VR看装修 房本满五年 随时看房 
视野开阔 南向安静 诚意出售 通风采光好,星辰财富港,珠江新城西,3室2厅 ,91.32, 南 , 简装 ,20,2004, 塔楼,35, 1个月以前发布,7460000.0,81691,VR房源 房本满五年 随时看房 
"单位分房,方正实用,东南向,大阳台",员村四横路2号大院,员村,1室1厅 ,32.15, 东南 , 简装 ,6,1991, 板楼,62, 7个月以前发布,1160000.0,36081,近地铁 VR看装修 房本满五年 随时看房 
东方都会广场  时尚复式  方正通透户型,东方都会广场,天河公园,1室2厅 ,39.0, 东北 , 简装 ,22,2004, 塔楼,7, 4个月以前发布,2900000.0,74359,近地铁 VR房源 房本满两年 随时看房 
满五唯一，单价低，改造空间大，价格便宜,棠德花园,棠下,2室1厅 ,56.39, 东 , 简装 ,10,1997, 塔楼,105, 3个月以前发布,1590000.0,28197,VR看装修 房本满五年 随时看房 
都市兰亭 南向安静精装 正规一居室 环境优美,都市兰亭花园,员村,1室1厅 ,40.23, 南 , 精装 ,19,2002, 塔楼,96, 7个月以前发布,2350000.0,58415,VR看装修 房本满两年 随时看房 
地铁口、电梯方正实用2房、安静住家、中楼层舒适,汇富花园,粤垦,2室2厅 ,78.85, 西 , 简装 ,9,1995, 塔楼,33, 一年前发布,2750000.0,34877,VR看装修 房本满五年 随时看房 
铂林国际公寓 2室2厅 北,铂林国际公寓,珠江新城西,2室2厅 ,42.55, 北 , 其他 ,22,2005, 塔楼,44, 7个月以前发布,3300000.0,77556,VR房源 房本满两年 随时看房 
华景新城 六期 逸宁居 西南向三房 视野采光好,华景新城逸宁居,华景新城,3室2厅 ,88.86, 西南 , 精装 ,31,2000, 塔楼,106, 1个月以前发布,5880000.0,66172,VR看装修 房本满两年 
高层采光好，小区安静，公园边，近地铁。金融城板块,天河鸿运花园,天河公园,2室1厅 ,61.41, 东 , 简装 ,9,1999, 塔楼,77, 4个月以前发布,2630000.0,42827,近地铁 VR看装修 房本满两年 
天鹅花园 地铁盘 南向两房 格局方正装修保养好,天鹅花苑,长兴,2室1厅 ,61.07, 南 , 精装 ,6,2003, 塔楼,39, 2个月以前发布,2200000.0,36025,近地铁 VR看装修 房本满两年 
天河北九洲海誉居 少有放卖两房 电梯高层采光好,九洲海誉居,粤垦,2室2厅 ,83.91, 东 , 精装 ,34,2016, 塔楼,56, 一年前发布,6090000.0,72578,VR看装修 房本满两年 
阳光家园  精装方正两房  采光通风好,阳光家园(天河),沙太南,2室1厅 ,63.37, 东南 , 简装 ,9,2002, 塔楼,61, 6个月以前发布,2000000.0,31561,VR房源 房本满五年 
骏景花园东南向三房，超宽楼间距，安静望泳池,骏景花园,棠下,3室2厅 ,108.27, 东南 , 简装 ,12,2000, 塔楼,136, 1个月以前发布,7300000.0,67425,VR房源 房本满两年 随时看房 
此房户型方正，中高楼层视野，居住舒适，交通便捷,棠德花园,棠下,2室1厅 ,63.5, 东南 , 简装 ,29,1997, 塔楼,35, 7个月以前发布,2360000.0,37166,VR看装修 房本满五年 随时看房 
"产权清晰，厅出阳台，总价低电梯实用三房,价格可议。",建丽花园,长兴,3室2厅 ,77.08, 北 , 精装 ,11,2005, 塔楼,55, 1个月以前发布,2880000.0,37364,VR房源 房本满五年 随时看房 
满五年，采光充足，户型方正，产权清楚，实用率高。,翰林苑(天河),长兴,2室1厅 ,69.4, 西 , 精装 ,18,2006, 塔楼,40, 2个月以前发布,2980000.0,42940,VR看装修 房本满五年 随时看房 
业主诚心出售，户型型优，带精装家具,万科云城米酷,智慧城,1室1厅 ,18.77, 东 西 , 其他 ,15,2017, 塔楼,16,11,500000.0,26639,近地铁 房本满两年 
盈彩美居 高层两房 格局方正 光线好,盈彩美居,东圃,2室2厅 ,79.27, 北 , 精装 ,18,2003, 塔楼,121, 一年前发布,5000000.0,63076,VR看装修 房本满五年 随时看房 
低楼层南向 满五唯一 采光好 精修两房,东荣文华轩,长兴,2室1厅 ,58.03, 南 , 精装 ,16,2009, 塔楼,23,21,2720000.0,46873,近地铁 VR看装修 房本满五年 
中间楼层，户型方正，采光好，两个大阳台,棠德花园,棠下,2室1厅 ,60.0, 南 北 , 简装 ,9,1997, 板楼,22,25,2050000.0,34167,VR看装修 房本满两年 
乐意居花园 2室2厅 南,乐意居花园,长兴,2室2厅 ,59.18, 南 , 精装 ,9,1994, 塔楼,7, 1个月以前发布,2230000.0,37682,VR看装修 房本满五年 
富力天朗明居  户形方正 望花园  业主诚意出售,富力天朗明居,棠下,2室1厅 ,71.48, 北 , 精装 ,22,2002, 塔楼,48,29,4248000.0,59430,近地铁 VR房源 房本满五年 
羊城花园  正规大两房厅出阳台 采光通透 看房方便,羊城花园,东圃,2室2厅 ,67.89, 北 , 简装 ,6,1999, 塔楼,39,28,2410000.0,35499,VR看装修 房本满五年 
中兴花园 厅直出两房 安静望花园 保养好 诚心出售,中兴花园,东圃,2室2厅 ,81.21, 北 , 精装 ,12,2013, 塔楼,92,29,3480000.0,42852,VR看装修 房本满五年 
婚房装修！高楼层！安静！楼层好！通风好!视野好！,天河广场,东圃,2室1厅 ,77.39, 西南 , 精装 ,32,1996, 塔楼,26,21,2950000.0,38119,VR看装修 房本满两年 
春江花园正规两房，采光好无遮挡,春江花园,棠下,2室2厅 ,83.78, 北 南 , 其他 ,16,2000, 塔楼,19,17,3500000.0,41777,近地铁 VR看装修 房本满五年 
恒康阁，安静小区东站旁，华阳南向大三房,恒康阁,林和,4室2厅 ,121.06, 南 , 精装 ,24,2000, 塔楼,24,22,6550000.0,54106,近地铁 VR看装修 房本满五年 
棠德全明户型，采光好，商圈配套齐全,棠德花园,棠下,2室1厅 ,60.37, 东 , 简装 ,9,2000, 塔楼,17,25,1800000.0,29817,近地铁 VR看装修 房本满五年 
远洋明苑 2室2厅 西南,远洋明苑,东圃,2室2厅 ,80.65, 西南 , 精装 ,18,2004, 塔楼,6,16,3700000.0,45878,VR房源 房本满两年 
金融城 天朗明居大社区一房一厅,富力天朗明居,棠下,1室1厅 ,39.31, 北 , 精装 ,18,2001, 塔楼,12,21,2200000.0,55966,近地铁 VR看装修 房本满两年 
阳光假日园 中高层两房 厅直出阳台,阳光假日园,棠下,2室2厅 ,78.29, 西南 , 精装 ,16,2009, 塔楼,48,24,5000000.0,63866,近地铁 VR看装修 房本满两年 
中强雅苑精装三房 交通便利 满五唯一 电梯房,中强雅苑,沙河,3室1厅 ,96.67, 南 北 , 精装 ,30,2007, 塔楼,20,16,3930000.0,40654,VR看装修 房本满五年 
汇友苑2003年楼龄   高层电梯房   视野宽阔  格局方正,汇友苑,东圃,2室2厅 ,91.57, 西南 , 精装 ,19,2002, 塔楼,14,17,3650000.0,39861,VR房源 房本满两年 
东南中层精装大两房 业主自住保养新 诚心出售,天力居,东圃,2室2厅 ,76.93, 东 , 其他 ,12,1998, 塔楼,21,30,3350000.0,43547,VR看装修 房本满五年 
旭景家园 业主置换 房本在手 欢迎过来看房 交通便利,旭景家园,东圃,3室2厅 ,80.47, 西 , 简装 ,15,2002, 塔楼,50,21,3750000.0,46602,近地铁 VR房源 房本满五年 
离地铁口近 交通方便 户型方正 格局好,春江花园,棠下,2室1厅 ,83.79, 北 东北 , 简装 ,16,2000, 塔楼,21,15,3350000.0,39981,近地铁 VR看装修 房本满五年 
天河峰景 电梯高层精装3房 3阳台 视野开阔 采光佳,天河峰景大厦,燕塘,3室2厅 ,104.66, 东 北 , 精装 ,32,2008, 塔楼,13,27,4390000.0,41946,VR看装修 随时看房 
万科地铁口物业 正南向大单间 业主诚心出售,万科云城米酷,智慧城,1室1厅 ,18.31, 南 , 精装 ,17,2017, 塔楼,42,30,390000.0,21300,近地铁 房本满两年 
上品菁园  正规一房一厅  装修好  业主价格可谈,佳润上品菁园,东圃,1室1厅 ,48.79, 西 , 精装 ,9,2013, 塔楼,35, 一年前发布,2500000.0,51241,VR看装修 房本满五年 随时看房 
满五唯一    安静三房    通风采光好,加拿大花园,华景新城,3室2厅 ,96.8, 西南 , 简装 ,23,1995, 塔楼,44, 1个月以前发布,3750000.0,38740,VR看装修 房本满五年 
橡树园 业主诚心出售 户型方正实用 通风采光好,橡树园,沙太南,2室2厅 ,86.0, 西北 , 其他 ,9,2006, 塔楼,24, 2个月以前发布,2980000.0,34652,VR看装修 房本满两年 
理想青年荟 装修保养好业主诚心出售,理想青年荟,天河公园,1室1厅 ,45.3, 北 , 简装 ,21,2007, 塔楼,23, 4个月以前发布,3600000.0,79471,近地铁 VR房源 房本满两年 
金穗大厦 大两房 采光视野棒 可望广州塔,金穗大厦,体育中心,2室1厅 ,93.89, 南 , 简装 ,33,1997, 塔楼,39, 3个月以前发布,4250000.0,45266,VR房源 房本满五年 
